Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
906	5	 platform	102	False	distilbert/distilgpt2	0.0013394020497798	9.544195175170898	5	51	party_meaning1_syn2	unexpected	The affiliation announced its new platform on climate change.	1	5204	[-0.12414103]
907	6	 on	102	False	distilbert/distilgpt2	0.0347240418195724	4.847921371459961	6	51	party_meaning1_syn2	unexpected	The affiliation announced its new platform on climate change.	1	833044	[-0.14681285]
908	7	 climate	102	False	distilbert/distilgpt2	3.8020939427951816e-06	18.00477409362793	7	51	party_meaning1_syn2	unexpected	The affiliation announced its new platform on climate change.	1	9491	[-0.12576692]
909	8	 change.	102	False	distilbert/distilgpt2	0.4190121218562126	1.4425795376300812	8	51	party_meaning1_syn2	unexpected	The affiliation announced its new platform on climate change.	1	36597	[0.29140594]
910	0	He	103	False	distilbert/distilgpt2	1.0	0.0	0	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	622141	[0.83274422]
911	1	 decided	103	False	distilbert/distilgpt2	3.109088083874667e-06	18.295076370239254	1	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	15010	[-0.12614132]
912	2	 to	103	False	distilbert/distilgpt2	0.6134191751480103	0.7050548195838928	2	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	3042375	[0.28227935]
913	3	 leave	103	False	distilbert/distilgpt2	0.0184731166809797	5.758428573608398	3	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	19457	[-0.10797244]
914	4	 his	103	False	distilbert/distilgpt2	0.0446988083422184	4.483619689941406	4	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	458105	[-0.11144942]
915	5	 old	103	False	distilbert/distilgpt2	0.0038487578276544	8.021390914916992	5	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	48527	[-0.12456525]
916	6	 party	103	False	distilbert/distilgpt2	0.0026110510807484	8.581153869628906	6	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	23048	[-0.12407767]
917	7	 and	103	False	distilbert/distilgpt2	0.1586527973413467	2.656054973602295	7	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	3155093	[-0.18011963]
918	8	 join	103	False	distilbert/distilgpt2	0.1029702425003051	3.279700517654419	8	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	7246	[-0.02264846]
919	9	 another	103	False	distilbert/distilgpt2	0.0062711318023502	7.317058086395264	9	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	75445	[-0.1239656]
920	10	 one.	103	False	distilbert/distilgpt2	0.1779847973957657	3.7599549889564514	10	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6	338439	[0.02993965]
921	0	He	104	False	distilbert/distilgpt2	1.0	0.0	0	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	622141	[0.83274422]
922	1	 decided	104	False	distilbert/distilgpt2	3.109088083874667e-06	18.295076370239254	1	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	15010	[-0.12614132]
923	2	 to	104	False	distilbert/distilgpt2	0.6134191751480103	0.7050548195838928	2	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	3042375	[0.28227935]
924	3	 leave	104	False	distilbert/distilgpt2	0.0184731166809797	5.758428573608398	3	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	19457	[-0.10797244]
925	4	 his	104	False	distilbert/distilgpt2	0.0446988083422184	4.483619689941406	4	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	458105	[-0.11144942]
926	5	 old	104	False	distilbert/distilgpt2	0.0038487578276544	8.021390914916992	5	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	48527	[-0.12456525]
927	6	 affiliation	104	False	distilbert/distilgpt2	1.3985541954752987e-05	16.125703811645508	6	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	7530	[-0.12562394]
928	7	 and	104	False	distilbert/distilgpt2	0.0781719237565994	3.6772053241729736	7	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	3155093	[-0.26060051]
929	8	 join	104	False	distilbert/distilgpt2	0.0700055658817291	3.836386442184448	8	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	7246	[-0.05561313]
930	9	 another	104	False	distilbert/distilgpt2	0.0083033330738544	6.912093639373779	9	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	75445	[-0.1219334]
931	10	 one.	104	False	distilbert/distilgpt2	0.1453940421342849	4.406086266040802	10	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6	338439	[-0.0026511]
932	0	They	105	False	distilbert/distilgpt2	1.0	0.0	0	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	443079	[0.84486925]
933	1	 threw	105	False	distilbert/distilgpt2	4.365076904377929e-07	21.12748908996582	1	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	2997	[-0.12533055]
934	2	 a	105	False	distilbert/distilgpt2	0.1271342039108276	2.975575685501098	2	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	2959949	[-0.19842422]
935	3	 huge	105	False	distilbert/distilgpt2	0.0097013060003519	6.687605381011963	3	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	14689	[-0.11642139]
936	4	 party	105	False	distilbert/distilgpt2	0.0039959140121936	7.967258453369141	4	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	23048	[-0.1226928]
937	5	 to	105	False	distilbert/distilgpt2	0.0255119558423757	5.292682647705078	5	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	3042375	[-0.30562787]
938	6	 celebrate	105	False	distilbert/distilgpt2	0.0264088846743106	5.242832660675049	6	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	3359	[-0.09894661]
939	7	 the	105	False	distilbert/distilgpt2	0.352640300989151	1.5037306547164917	7	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	6500900	[-0.21269055]
940	8	 end	105	False	distilbert/distilgpt2	0.0312681272625923	4.9991631507873535	8	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	49564	[-0.0972161]
941	9	 of	105	False	distilbert/distilgpt2	0.9804619550704956	0.0284664370119571	9	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	3139402	[0.64275203]
942	10	 exams.	105	False	distilbert/distilgpt2	0.0934333330660592	9.361798644065855	10	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4	596	[-0.03173507]
943	0	They	106	False	distilbert/distilgpt2	1.0	0.0	0	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	443079	[0.84486925]
944	1	 threw	106	False	distilbert/distilgpt2	4.365076904377929e-07	21.12748908996582	1	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	2997	[-0.12533055]
945	2	 a	106	False	distilbert/distilgpt2	0.1271342039108276	2.975575685501098	2	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	2959949	[-0.19842422]
946	3	 huge	106	False	distilbert/distilgpt2	0.0097013060003519	6.687605381011963	3	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	14689	[-0.11642139]
947	4	 carnival	106	False	distilbert/distilgpt2	0.4877050784070889	8.344091851264238	4	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	574	[0.36253817]
948	5	 to	106	False	distilbert/distilgpt2	0.0035077948123216	8.155220031738281	5	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	3042375	[-0.32763203]
949	6	 celebrate	106	False	distilbert/distilgpt2	0.0122335506603121	6.353013038635254	6	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	3359	[-0.11312194]
950	7	 the	106	False	distilbert/distilgpt2	0.370797723531723	1.43129563331604	7	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	6500900	[-0.19453313]
951	8	 end	106	False	distilbert/distilgpt2	0.024394953623414	5.357273101806641	8	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	49564	[-0.10408927]
952	9	 of	106	False	distilbert/distilgpt2	0.9780535101890564	0.0320146083831787	9	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	3139402	[0.64034358]
953	10	 exams.	106	False	distilbert/distilgpt2	0.1117061885047405	9.485207438468931	10	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4	596	[-0.01346221]
954	0	She	107	False	distilbert/distilgpt2	1.0	0.0	0	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	272348	[0.85643015]
955	1	 hosted	107	False	distilbert/distilgpt2	2.6734784341897466e-07	21.83477783203125	1	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	1516	[-0.12523043]
956	2	 a	107	False	distilbert/distilgpt2	0.208938866853714	2.258847236633301	2	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	2959949	[-0.11661956]
957	3	 surprise	107	False	distilbert/distilgpt2	0.0004498366615734	11.118310928344728	3	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	7306	[-0.12517293]
958	4	 party	107	False	distilbert/distilgpt2	0.0844988450407981	3.564924478530884	4	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	23048	[-0.04218987]
959	5	 for	107	False	distilbert/distilgpt2	0.1662127673625946	2.5888967514038086	5	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	1097120	[-0.03320581]
960	6	 her	107	False	distilbert/distilgpt2	0.0335379466414451	4.898061752319336	6	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	267907	[-0.10973119]
961	7	 best	107	False	distilbert/distilgpt2	0.0002277846506331	12.100041389465332	7	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	71431	[-0.12973715]
962	8	 friend.	107	False	distilbert/distilgpt2	0.5316726379096508	1.548389907926321	8	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4	20042	[0.40518747]
963	0	She	108	False	distilbert/distilgpt2	1.0	0.0	0	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	272348	[0.85643015]
964	1	 hosted	108	False	distilbert/distilgpt2	2.6734784341897466e-07	21.83477783203125	1	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	1516	[-0.12523043]
965	2	 a	108	False	distilbert/distilgpt2	0.208938866853714	2.258847236633301	2	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	2959949	[-0.11661956]
966	3	 surprise	108	False	distilbert/distilgpt2	0.0004498366615734	11.118310928344728	3	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	7306	[-0.12517293]
967	4	 carnival	108	False	distilbert/distilgpt2	0.4990013589995215	6.52910921885632	4	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	574	[0.37383445]
968	5	 for	108	False	distilbert/distilgpt2	0.0683238804340362	3.8714659214019775	5	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	1097120	[-0.13109469]
969	6	 her	108	False	distilbert/distilgpt2	0.0254117753356695	5.298358917236328	6	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	267907	[-0.11785736]
970	7	 best	108	False	distilbert/distilgpt2	0.000675935531035	10.530826568603516	7	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	71431	[-0.129289]
971	8	 friend.	108	False	distilbert/distilgpt2	0.4890833795070648	1.5995792150497437	8	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4	20042	[0.36259821]
972	0	The	109	False	distilbert/distilgpt2	1.0	0.0	0	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	6500900	[0.43466915]
973	1	 party	109	False	distilbert/distilgpt2	1.2791380868293343e-05	16.25446891784668	1	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	23048	[-0.12667593]
974	2	 lasted	109	False	distilbert/distilgpt2	2.6090930987265892e-05	15.226091384887695	2	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	1677	[-0.12521551]
975	3	 late	109	False	distilbert/distilgpt2	5.598929783445783e-05	14.124488830566406	3	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	26236	[-0.1268486]
976	4	 into	109	False	distilbert/distilgpt2	0.042888231575489	4.543274402618408	4	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	216570	[-0.09690466]
977	5	 the	109	False	distilbert/distilgpt2	0.6721123456954956	0.5732255578041077	5	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	6500900	[0.1067815]
978	6	 night	109	False	distilbert/distilgpt2	0.4444476366043091	1.169914484024048	6	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	38428	[0.31671748]
979	7	 with	109	False	distilbert/distilgpt2	0.0404660664498806	4.627143383026123	7	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	881608	[-0.1443593]
980	8	 music	109	False	distilbert/distilgpt2	0.0001273900270462	12.938459396362305	8	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	23335	[-0.12658076]
981	9	 and	109	False	distilbert/distilgpt2	0.0793863385915756	3.654965400695801	9	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	3155093	[-0.25938609]
982	10	 dancing.	109	False	distilbert/distilgpt2	0.140064826235175	3.347707748413086	10	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1	2866	[0.01474271]
983	0	The	110	False	distilbert/distilgpt2	1.0	0.0	0	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	6500900	[0.43466915]
984	1	 carnival	110	False	distilbert/distilgpt2	0.4776633778229167	12.832590375095608	1	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	574	[0.35249647]
985	2	 lasted	110	False	distilbert/distilgpt2	6.904135079821572e-05	13.822179794311523	2	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	1677	[-0.12517256]
986	3	 late	110	False	distilbert/distilgpt2	0.0001084452742361	13.17074489593506	3	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	26236	[-0.12679615]
987	4	 into	110	False	distilbert/distilgpt2	0.0368994139134883	4.760258197784424	4	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	216570	[-0.10289348]
988	5	 the	110	False	distilbert/distilgpt2	0.7612848877906799	0.3934915363788605	5	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	6500900	[0.19595404]
989	6	 night	110	False	distilbert/distilgpt2	0.4072597324848175	1.2959787845611572	6	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	38428	[0.27952957]
990	7	 with	110	False	distilbert/distilgpt2	0.0391712039709091	4.674062728881836	7	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	881608	[-0.14565416]
991	8	 music	110	False	distilbert/distilgpt2	0.0011779388878494	9.729519844055176	8	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	23335	[-0.12553021]
992	9	 and	110	False	distilbert/distilgpt2	0.105714201927185	3.2417588233947754	9	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	3155093	[-0.23305823]
993	10	 dancing.	110	False	distilbert/distilgpt2	0.1645415537059307	2.9059075713157654	10	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1	2866	[0.03921944]
994	0	We	111	False	distilbert/distilgpt2	1.0	0.0	0	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	413572	[0.84686729]
995	1	 decorated	111	False	distilbert/distilgpt2	3.5881104309964946e-08	24.732200622558594	1	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	1687	[-0.12524224]
996	2	 the	111	False	distilbert/distilgpt2	0.2024306207895279	2.3045003414154053	2	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	6500900	[-0.36290023]
997	3	 house	111	False	distilbert/distilgpt2	0.0058857696130871	7.408553123474121	3	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	55716	[-0.12301503]
998	4	 for	111	False	distilbert/distilgpt2	0.0330881290137767	4.917542457580566	4	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	1097120	[-0.16633044]
999	5	 the	111	False	distilbert/distilgpt2	0.2246058285236358	2.154532670974731	5	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	6500900	[-0.34072502]
1000	6	 birthday	111	False	distilbert/distilgpt2	0.0010222566779702	9.934026718139648	6	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	3918	[-0.12437109]
1001	7	 party.	111	False	distilbert/distilgpt2	0.0737922950647771	4.492371320724487	7	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7	23048	[-0.05289642]
1002	0	We	112	False	distilbert/distilgpt2	1.0	0.0	0	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	413572	[0.84686729]
1003	1	 decorated	112	False	distilbert/distilgpt2	3.5881104309964946e-08	24.732200622558594	1	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	1687	[-0.12524224]
1004	2	 the	112	False	distilbert/distilgpt2	0.2024306207895279	2.3045003414154053	2	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	6500900	[-0.36290023]
1005	3	 house	112	False	distilbert/distilgpt2	0.0058857696130871	7.408553123474121	3	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	55716	[-0.12301503]
1006	4	 for	112	False	distilbert/distilgpt2	0.0330881290137767	4.917542457580566	4	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	1097120	[-0.16633044]
1007	5	 the	112	False	distilbert/distilgpt2	0.2246058285236358	2.154532670974731	5	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	6500900	[-0.34072502]
1008	6	 birthday	112	False	distilbert/distilgpt2	0.0010222566779702	9.934026718139648	6	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	3918	[-0.12437109]
1009	7	 carnival	112	False	distilbert/distilgpt2	0.4890599039647441	8.663724323734641	7	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7	574	[0.36389299]
1010	0	Everyone	113	False	distilbert/distilgpt2	1.0	0.0	0	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	23488	[0.87328149]
1011	1	 dressed	113	False	distilbert/distilgpt2	1.1751515671676317e-07	23.020648956298828	1	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	3782	[-0.12538402]
1012	2	 up	113	False	distilbert/distilgpt2	0.4314762055873871	1.2126469612121582	2	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	263725	[0.28849025]
1013	3	 for	113	False	distilbert/distilgpt2	0.0981594771146774	3.3487284183502197	3	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	1097120	[-0.1012591]
1014	4	 the	113	False	distilbert/distilgpt2	0.2129210531711578	2.231609344482422	4	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	6500900	[-0.3524098]
1015	5	 holiday	113	False	distilbert/distilgpt2	0.0015684873796999	9.316410064697266	5	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	5158	[-0.12390882]
1016	6	 party.	113	False	distilbert/distilgpt2	0.0859006270766257	3.8346184492111206	6	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6	23048	[-0.04078809]
1017	0	Everyone	114	False	distilbert/distilgpt2	1.0	0.0	0	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	23488	[0.87328149]
1018	1	 dressed	114	False	distilbert/distilgpt2	1.1751515671676317e-07	23.020648956298828	1	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	3782	[-0.12538402]
1019	2	 up	114	False	distilbert/distilgpt2	0.4314762055873871	1.2126469612121582	2	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	263725	[0.28849025]
1020	3	 for	114	False	distilbert/distilgpt2	0.0981594771146774	3.3487284183502197	3	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	1097120	[-0.1012591]
1021	4	 the	114	False	distilbert/distilgpt2	0.2129210531711578	2.231609344482422	4	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	6500900	[-0.3524098]
1022	5	 holiday	114	False	distilbert/distilgpt2	0.0015684873796999	9.316410064697266	5	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	5158	[-0.12390882]
1023	6	 carnival	114	False	distilbert/distilgpt2	0.4967832500187796	6.171511104796082	6	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6	574	[0.37161634]
1024	0	They	115	False	distilbert/distilgpt2	1.0	0.0	0	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	443079	[0.84486925]
1025	1	 threw	115	False	distilbert/distilgpt2	4.365076904377929e-07	21.12748908996582	1	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	2997	[-0.12533055]
1026	2	 a	115	False	distilbert/distilgpt2	0.1271342039108276	2.975575685501098	2	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	2959949	[-0.19842422]
1027	3	 huge	115	False	distilbert/distilgpt2	0.0097013060003519	6.687605381011963	3	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	14689	[-0.11642139]
1028	4	 party	115	False	distilbert/distilgpt2	0.0039959140121936	7.967258453369141	4	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	23048	[-0.1226928]
1029	5	 to	115	False	distilbert/distilgpt2	0.0255119558423757	5.292682647705078	5	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	3042375	[-0.30562787]
1030	6	 celebrate	115	False	distilbert/distilgpt2	0.0264088846743106	5.242832660675049	6	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	3359	[-0.09894661]
1031	7	 the	115	False	distilbert/distilgpt2	0.352640300989151	1.5037306547164917	7	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	6500900	[-0.21269055]
1032	8	 end	115	False	distilbert/distilgpt2	0.0312681272625923	4.9991631507873535	8	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	49564	[-0.0972161]
1033	9	 of	115	False	distilbert/distilgpt2	0.9804619550704956	0.0284664370119571	9	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	3139402	[0.64275203]
1034	10	 exams.	115	False	distilbert/distilgpt2	0.0934333330660592	9.361798644065855	10	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4	596	[-0.03173507]
1035	0	They	116	False	distilbert/distilgpt2	1.0	0.0	0	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	443079	[0.84486925]
1036	1	 threw	116	False	distilbert/distilgpt2	4.365076904377929e-07	21.12748908996582	1	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	2997	[-0.12533055]
1037	2	 a	116	False	distilbert/distilgpt2	0.1271342039108276	2.975575685501098	2	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	2959949	[-0.19842422]
1038	3	 huge	116	False	distilbert/distilgpt2	0.0097013060003519	6.687605381011963	3	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	14689	[-0.11642139]
1039	4	 event	116	False	distilbert/distilgpt2	0.0003032667154911	11.687125205993652	4	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	12288	[-0.12565685]
1040	5	 to	116	False	distilbert/distilgpt2	0.0544705912470817	4.198378562927246	5	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	3042375	[-0.27666924]
1041	6	 celebrate	116	False	distilbert/distilgpt2	0.0322544649243354	4.954357147216797	6	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	3359	[-0.09310103]
1042	7	 the	116	False	distilbert/distilgpt2	0.3798365592956543	1.3965492248535156	7	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	6500900	[-0.18549429]
1043	8	 end	116	False	distilbert/distilgpt2	0.0297865383327007	5.06919527053833	8	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	49564	[-0.09869769]
1044	9	 of	116	False	distilbert/distilgpt2	0.974851369857788	0.0367457717657089	9	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	3139402	[0.63714144]
1045	10	 exams.	116	False	distilbert/distilgpt2	0.0920139530576306	9.490585565567017	10	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4	596	[-0.03315445]
1046	0	She	117	False	distilbert/distilgpt2	1.0	0.0	0	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	272348	[0.85643015]
1047	1	 hosted	117	False	distilbert/distilgpt2	2.6734784341897466e-07	21.83477783203125	1	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	1516	[-0.12523043]
1048	2	 a	117	False	distilbert/distilgpt2	0.208938866853714	2.258847236633301	2	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	2959949	[-0.11661956]
1049	3	 surprise	117	False	distilbert/distilgpt2	0.0004498366615734	11.118310928344728	3	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	7306	[-0.12517293]
1050	4	 party	117	False	distilbert/distilgpt2	0.0844988450407981	3.564924478530884	4	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	23048	[-0.04218987]
1051	5	 for	117	False	distilbert/distilgpt2	0.1662127673625946	2.5888967514038086	5	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	1097120	[-0.03320581]
1052	6	 her	117	False	distilbert/distilgpt2	0.0335379466414451	4.898061752319336	6	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	267907	[-0.10973119]
1053	7	 best	117	False	distilbert/distilgpt2	0.0002277846506331	12.100041389465332	7	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	71431	[-0.12973715]
1054	8	 friend.	117	False	distilbert/distilgpt2	0.5316726379096508	1.548389907926321	8	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4	20042	[0.40518747]
1055	0	She	118	False	distilbert/distilgpt2	1.0	0.0	0	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	272348	[0.85643015]
1056	1	 hosted	118	False	distilbert/distilgpt2	2.6734784341897466e-07	21.83477783203125	1	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	1516	[-0.12523043]
1057	2	 a	118	False	distilbert/distilgpt2	0.208938866853714	2.258847236633301	2	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	2959949	[-0.11661956]
1058	3	 surprise	118	False	distilbert/distilgpt2	0.0004498366615734	11.118310928344728	3	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	7306	[-0.12517293]
