	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI
909	8	 change.	102	False	erwanf/gpt2-mini	0.36255170032382006	1.9638819098472595	8	51	party_meaning1_syn2	unexpected	The affiliation announced its new platform on climate change.	1
910	0	He	103	False	erwanf/gpt2-mini	1.0	0.0	0	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
911	1	 decided	103	False	erwanf/gpt2-mini	0.0009128733654506	10.097297668457031	1	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
912	2	 to	103	False	erwanf/gpt2-mini	0.6629416346549988	0.5930461287498474	2	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
913	3	 leave	103	False	erwanf/gpt2-mini	0.0103804497048258	6.589987277984619	3	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
914	4	 his	103	False	erwanf/gpt2-mini	0.0448998697102069	4.477144718170166	4	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
915	5	 old	103	False	erwanf/gpt2-mini	0.0084578823298215	6.8854875564575195	5	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
916	6	 party	103	False	erwanf/gpt2-mini	0.002134084701538	8.872166633605957	6	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
917	7	 and	103	False	erwanf/gpt2-mini	0.2047649472951889	2.287959098815918	7	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
918	8	 join	103	False	erwanf/gpt2-mini	0.0216392744332551	5.530203819274902	8	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
919	9	 another	103	False	erwanf/gpt2-mini	0.0035188433248549	8.150683403015137	9	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
920	10	 one.	103	False	erwanf/gpt2-mini	0.08972121984697874	4.871925115585327	10	52	party_meaning1_syn2	expected	He decided to leave his old party and join another one.	6
921	0	He	104	False	erwanf/gpt2-mini	1.0	0.0	0	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
922	1	 decided	104	False	erwanf/gpt2-mini	0.0009128733654506	10.097297668457031	1	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
923	2	 to	104	False	erwanf/gpt2-mini	0.6629416346549988	0.5930461287498474	2	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
924	3	 leave	104	False	erwanf/gpt2-mini	0.0103804497048258	6.589987277984619	3	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
925	4	 his	104	False	erwanf/gpt2-mini	0.0448998697102069	4.477144718170166	4	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
926	5	 old	104	False	erwanf/gpt2-mini	0.0084578823298215	6.8854875564575195	5	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
927	6	 affiliation	104	False	erwanf/gpt2-mini	2.7966081688646227e-05	15.125962257385254	6	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
928	7	 and	104	False	erwanf/gpt2-mini	0.1310739666223526	2.931546688079834	7	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
929	8	 join	104	False	erwanf/gpt2-mini	0.0126819359138607	6.30108118057251	8	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
930	9	 another	104	False	erwanf/gpt2-mini	0.0036814610939472	8.085505485534668	9	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
931	10	 one.	104	False	erwanf/gpt2-mini	0.06086391885764895	5.350631356239319	10	52	party_meaning1_syn2	unexpected	He decided to leave his old affiliation and join another one.	6
932	0	They	105	False	erwanf/gpt2-mini	1.0	0.0	0	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
933	1	 threw	105	False	erwanf/gpt2-mini	0.0001010028063319	13.273317337036133	1	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
934	2	 a	105	False	erwanf/gpt2-mini	0.1259755343198776	2.9887843132019043	2	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
935	3	 huge	105	False	erwanf/gpt2-mini	0.0064310552552342	7.280728816986084	3	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
936	4	 party	105	False	erwanf/gpt2-mini	0.0117400363087654	6.412419319152832	4	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
937	5	 to	105	False	erwanf/gpt2-mini	0.0242589451372623	5.365339279174805	5	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
938	6	 celebrate	105	False	erwanf/gpt2-mini	0.0178488008677959	5.808028697967529	6	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
939	7	 the	105	False	erwanf/gpt2-mini	0.3185845613479614	1.6502516269683838	7	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
940	8	 end	105	False	erwanf/gpt2-mini	0.024909246712923	5.327174663543701	8	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
941	9	 of	105	False	erwanf/gpt2-mini	0.9080212712287904	0.1392018944025039	9	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
942	10	 exams.	105	False	erwanf/gpt2-mini	0.12637239212881465	9.246875524520874	10	53	party_meaning2_syn1	expected	They threw a huge party to celebrate the end of exams.	4
943	0	They	106	False	erwanf/gpt2-mini	1.0	0.0	0	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
944	1	 threw	106	False	erwanf/gpt2-mini	0.0001010028063319	13.273317337036133	1	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
945	2	 a	106	False	erwanf/gpt2-mini	0.1259755343198776	2.9887843132019043	2	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
946	3	 huge	106	False	erwanf/gpt2-mini	0.0064310552552342	7.280728816986084	3	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
947	4	 carnival	106	False	erwanf/gpt2-mini	0.43879898036743725	8.97452249377966	4	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
948	5	 to	106	False	erwanf/gpt2-mini	0.0155983557924628	6.002461910247803	5	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
949	6	 celebrate	106	False	erwanf/gpt2-mini	0.0138735510408878	6.171518802642822	6	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
950	7	 the	106	False	erwanf/gpt2-mini	0.3601492345333099	1.4733330011367798	7	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
951	8	 end	106	False	erwanf/gpt2-mini	0.0334288477897644	4.902762413024902	8	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
952	9	 of	106	False	erwanf/gpt2-mini	0.8873859643936157	0.1723663061857223	9	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
953	10	 exams.	106	False	erwanf/gpt2-mini	0.13770498843928178	9.741185486316681	10	53	party_meaning2_syn1	unexpected	They threw a huge carnival to celebrate the end of exams.	4
954	0	She	107	False	erwanf/gpt2-mini	1.0	0.0	0	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
955	1	 hosted	107	False	erwanf/gpt2-mini	1.6488695109728724e-05	15.888163566589355	1	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
956	2	 a	107	False	erwanf/gpt2-mini	0.2942399978637695	1.7649346590042114	2	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
957	3	 surprise	107	False	erwanf/gpt2-mini	0.000602172454819	10.697535514831545	3	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
958	4	 party	107	False	erwanf/gpt2-mini	0.2846598625183105	1.8126888275146484	4	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
959	5	 for	107	False	erwanf/gpt2-mini	0.1223491802811622	3.03092360496521	5	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
960	6	 her	107	False	erwanf/gpt2-mini	0.0586368478834629	4.092048645019531	6	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
961	7	 best	107	False	erwanf/gpt2-mini	0.0002832237223628	11.785770416259766	7	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
962	8	 friend.	107	False	erwanf/gpt2-mini	0.317510187625885	1.8688414692878723	8	54	party_meaning2_syn1	expected	She hosted a surprise party for her best friend.	4
963	0	She	108	False	erwanf/gpt2-mini	1.0	0.0	0	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
964	1	 hosted	108	False	erwanf/gpt2-mini	1.6488695109728724e-05	15.888163566589355	1	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
965	2	 a	108	False	erwanf/gpt2-mini	0.2942399978637695	1.7649346590042114	2	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
966	3	 surprise	108	False	erwanf/gpt2-mini	0.000602172454819	10.697535514831545	3	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
967	4	 carnival	108	False	erwanf/gpt2-mini	0.477036611224321	6.780809562653303	4	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
968	5	 for	108	False	erwanf/gpt2-mini	0.0264155361801385	5.242469310760498	5	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
969	6	 her	108	False	erwanf/gpt2-mini	0.0739293694496154	3.757708549499512	6	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
970	7	 best	108	False	erwanf/gpt2-mini	0.0003687483840622	11.405076026916504	7	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
971	8	 friend.	108	False	erwanf/gpt2-mini	0.2992684617638588	1.9596467018127441	8	54	party_meaning2_syn1	unexpected	She hosted a surprise carnival for her best friend.	4
972	0	The	109	False	erwanf/gpt2-mini	1.0	0.0	0	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
973	1	 party	109	False	erwanf/gpt2-mini	0.000694993243087	10.490713119506836	1	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
974	2	 lasted	109	False	erwanf/gpt2-mini	3.512338662403636e-05	14.797208786010742	2	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
975	3	 late	109	False	erwanf/gpt2-mini	2.4911363652790897e-05	15.29283618927002	3	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
976	4	 into	109	False	erwanf/gpt2-mini	0.0990608856081962	3.335540533065796	4	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
977	5	 the	109	False	erwanf/gpt2-mini	0.7584853172302246	0.3988066911697387	5	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
978	6	 night	109	False	erwanf/gpt2-mini	0.6606807708740234	0.5979746580123901	6	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
979	7	 with	109	False	erwanf/gpt2-mini	0.0236887615174055	5.399653434753418	7	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
980	8	 music	109	False	erwanf/gpt2-mini	0.0003873611276503	11.334033012390137	8	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
981	9	 and	109	False	erwanf/gpt2-mini	0.1747064441442489	2.5169951915740967	9	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
982	10	 dancing.	109	False	erwanf/gpt2-mini	0.10201370762661094	4.269919753074646	10	55	party_meaning2_syn1	expected	The party lasted late into the night with music and dancing.	1
983	0	The	110	False	erwanf/gpt2-mini	1.0	0.0	0	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
984	1	 carnival	110	False	erwanf/gpt2-mini	0.3833996768291854	9.0181984603405	1	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
985	2	 lasted	110	False	erwanf/gpt2-mini	0.000262301065959	11.896488189697266	2	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
986	3	 late	110	False	erwanf/gpt2-mini	8.195572445401922e-05	13.574795722961426	3	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
987	4	 into	110	False	erwanf/gpt2-mini	0.1125397235155105	3.151493787765503	4	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
988	5	 the	110	False	erwanf/gpt2-mini	0.8260138630867004	0.2757620513439178	5	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
989	6	 night	110	False	erwanf/gpt2-mini	0.6228693127632141	0.6829984188079834	6	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
990	7	 with	110	False	erwanf/gpt2-mini	0.0106059396639466	6.558983325958252	7	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
991	8	 music	110	False	erwanf/gpt2-mini	0.0019592503085732	8.995482444763184	8	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
992	9	 and	110	False	erwanf/gpt2-mini	0.1759679615497589	2.506615161895752	9	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
993	10	 dancing.	110	False	erwanf/gpt2-mini	0.13852800056338305	3.504840850830078	10	55	party_meaning2_syn1	unexpected	The carnival lasted late into the night with music and dancing.	1
994	0	We	111	False	erwanf/gpt2-mini	1.0	0.0	0	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
995	1	 decorated	111	False	erwanf/gpt2-mini	8.525065823050682e-06	16.83985710144043	1	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
996	2	 the	111	False	erwanf/gpt2-mini	0.2919868528842926	1.776024580001831	2	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
997	3	 house	111	False	erwanf/gpt2-mini	0.005754395853728	7.44111967086792	3	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
998	4	 for	111	False	erwanf/gpt2-mini	0.0341553054749965	4.87174654006958	4	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
999	5	 the	111	False	erwanf/gpt2-mini	0.2169962078332901	2.2042582035064697	5	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
1000	6	 birthday	111	False	erwanf/gpt2-mini	0.0008379070786759	10.220922470092772	6	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
1001	7	 party.	111	False	erwanf/gpt2-mini	0.19301912933588025	2.386007070541382	7	56	party_meaning2_syn1	expected	We decorated the house for the birthday party.	7
1002	0	We	112	False	erwanf/gpt2-mini	1.0	0.0	0	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1003	1	 decorated	112	False	erwanf/gpt2-mini	8.525065823050682e-06	16.83985710144043	1	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1004	2	 the	112	False	erwanf/gpt2-mini	0.2919868528842926	1.776024580001831	2	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1005	3	 house	112	False	erwanf/gpt2-mini	0.005754395853728	7.44111967086792	3	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1006	4	 for	112	False	erwanf/gpt2-mini	0.0341553054749965	4.87174654006958	4	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1007	5	 the	112	False	erwanf/gpt2-mini	0.2169962078332901	2.2042582035064697	5	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1008	6	 birthday	112	False	erwanf/gpt2-mini	0.0008379070786759	10.220922470092772	6	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1009	7	 carnival	112	False	erwanf/gpt2-mini	0.42074935464552254	7.53008334338665	7	56	party_meaning2_syn1	unexpected	We decorated the house for the birthday carnival	7
1010	0	Everyone	113	False	erwanf/gpt2-mini	1.0	0.0	0	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1011	1	 dressed	113	False	erwanf/gpt2-mini	8.819220965960994e-05	13.468989372253418	1	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1012	2	 up	113	False	erwanf/gpt2-mini	0.0731108114123344	3.773771286010742	2	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1013	3	 for	113	False	erwanf/gpt2-mini	0.0698509961366653	3.839575290679931	3	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1014	4	 the	113	False	erwanf/gpt2-mini	0.3173358738422394	1.655917406082153	4	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1015	5	 holiday	113	False	erwanf/gpt2-mini	0.0250069350004196	5.32152795791626	5	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1016	6	 party.	113	False	erwanf/gpt2-mini	0.0986918048001825	4.658469200134277	6	57	party_meaning2_syn1	expected	Everyone dressed up for the holiday party.	6
1017	0	Everyone	114	False	erwanf/gpt2-mini	1.0	0.0	0	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1018	1	 dressed	114	False	erwanf/gpt2-mini	8.819220965960994e-05	13.468989372253418	1	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1019	2	 up	114	False	erwanf/gpt2-mini	0.0731108114123344	3.773771286010742	2	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1020	3	 for	114	False	erwanf/gpt2-mini	0.0698509961366653	3.839575290679931	3	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1021	4	 the	114	False	erwanf/gpt2-mini	0.3173358738422394	1.655917406082153	4	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1022	5	 holiday	114	False	erwanf/gpt2-mini	0.0250069350004196	5.32152795791626	5	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1023	6	 carnival	114	False	erwanf/gpt2-mini	0.43919189307052875	6.3715524822473535	6	57	party_meaning2_syn1	unexpected	Everyone dressed up for the holiday carnival	6
1024	0	They	115	False	erwanf/gpt2-mini	1.0	0.0	0	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1025	1	 threw	115	False	erwanf/gpt2-mini	0.0001010028063319	13.273317337036133	1	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1026	2	 a	115	False	erwanf/gpt2-mini	0.1259755343198776	2.9887843132019043	2	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1027	3	 huge	115	False	erwanf/gpt2-mini	0.0064310552552342	7.280728816986084	3	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1028	4	 party	115	False	erwanf/gpt2-mini	0.0117400363087654	6.412419319152832	4	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1029	5	 to	115	False	erwanf/gpt2-mini	0.0242589451372623	5.365339279174805	5	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1030	6	 celebrate	115	False	erwanf/gpt2-mini	0.0178488008677959	5.808028697967529	6	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1031	7	 the	115	False	erwanf/gpt2-mini	0.3185845613479614	1.6502516269683838	7	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1032	8	 end	115	False	erwanf/gpt2-mini	0.024909246712923	5.327174663543701	8	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1033	9	 of	115	False	erwanf/gpt2-mini	0.9080212712287904	0.1392018944025039	9	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1034	10	 exams.	115	False	erwanf/gpt2-mini	0.12637239212881465	9.246875524520874	10	58	party_meaning2_syn2	expected	They threw a huge party to celebrate the end of exams.	4
1035	0	They	116	False	erwanf/gpt2-mini	1.0	0.0	0	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1036	1	 threw	116	False	erwanf/gpt2-mini	0.0001010028063319	13.273317337036133	1	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1037	2	 a	116	False	erwanf/gpt2-mini	0.1259755343198776	2.9887843132019043	2	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1038	3	 huge	116	False	erwanf/gpt2-mini	0.0064310552552342	7.280728816986084	3	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1039	4	 event	116	False	erwanf/gpt2-mini	9.659129136707634e-05	13.337746620178224	4	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1040	5	 to	116	False	erwanf/gpt2-mini	0.0279150251299142	5.162814140319824	5	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1041	6	 celebrate	116	False	erwanf/gpt2-mini	0.0214171316474676	5.545090675354004	6	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1042	7	 the	116	False	erwanf/gpt2-mini	0.3196550011634826	1.6454123258590698	7	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1043	8	 end	116	False	erwanf/gpt2-mini	0.0170071478933095	5.87771463394165	8	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1044	9	 of	116	False	erwanf/gpt2-mini	0.9214799404144288	0.1179753169417381	9	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1045	10	 exams.	116	False	erwanf/gpt2-mini	0.12616924884878244	9.336956024169922	10	58	party_meaning2_syn2	unexpected	They threw a huge event to celebrate the end of exams.	4
1046	0	She	117	False	erwanf/gpt2-mini	1.0	0.0	0	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1047	1	 hosted	117	False	erwanf/gpt2-mini	1.6488695109728724e-05	15.888163566589355	1	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1048	2	 a	117	False	erwanf/gpt2-mini	0.2942399978637695	1.7649346590042114	2	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1049	3	 surprise	117	False	erwanf/gpt2-mini	0.000602172454819	10.697535514831545	3	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1050	4	 party	117	False	erwanf/gpt2-mini	0.2846598625183105	1.8126888275146484	4	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1051	5	 for	117	False	erwanf/gpt2-mini	0.1223491802811622	3.03092360496521	5	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1052	6	 her	117	False	erwanf/gpt2-mini	0.0586368478834629	4.092048645019531	6	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1053	7	 best	117	False	erwanf/gpt2-mini	0.0002832237223628	11.785770416259766	7	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1054	8	 friend.	117	False	erwanf/gpt2-mini	0.317510187625885	1.8688414692878723	8	59	party_meaning2_syn2	expected	She hosted a surprise party for her best friend.	4
1055	0	She	118	False	erwanf/gpt2-mini	1.0	0.0	0	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1056	1	 hosted	118	False	erwanf/gpt2-mini	1.6488695109728724e-05	15.888163566589355	1	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1057	2	 a	118	False	erwanf/gpt2-mini	0.2942399978637695	1.7649346590042114	2	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1058	3	 surprise	118	False	erwanf/gpt2-mini	0.000602172454819	10.697535514831545	3	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1059	4	 event	118	False	erwanf/gpt2-mini	0.0346259251236915	4.852003574371338	4	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1060	5	 for	118	False	erwanf/gpt2-mini	0.102975957095623	3.279620409011841	5	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1061	6	 her	118	False	erwanf/gpt2-mini	0.0831553936004638	3.588046073913574	6	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1062	7	 best	118	False	erwanf/gpt2-mini	0.0001351422397419	12.853233337402344	7	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1063	8	 friend.	118	False	erwanf/gpt2-mini	0.26476962119340897	2.18021959066391	8	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4
1064	0	The	119	False	erwanf/gpt2-mini	1.0	0.0	0	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1065	1	 party	119	False	erwanf/gpt2-mini	0.000694993243087	10.490713119506836	1	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1066	2	 lasted	119	False	erwanf/gpt2-mini	3.512338662403636e-05	14.797208786010742	2	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1067	3	 late	119	False	erwanf/gpt2-mini	2.4911363652790897e-05	15.29283618927002	3	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1068	4	 into	119	False	erwanf/gpt2-mini	0.0990608856081962	3.335540533065796	4	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1069	5	 the	119	False	erwanf/gpt2-mini	0.7584853172302246	0.3988066911697387	5	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1070	6	 night	119	False	erwanf/gpt2-mini	0.6606807708740234	0.5979746580123901	6	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1071	7	 with	119	False	erwanf/gpt2-mini	0.0236887615174055	5.399653434753418	7	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1072	8	 music	119	False	erwanf/gpt2-mini	0.0003873611276503	11.334033012390137	8	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1073	9	 and	119	False	erwanf/gpt2-mini	0.1747064441442489	2.5169951915740967	9	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1074	10	 dancing.	119	False	erwanf/gpt2-mini	0.10201370762661094	4.269919753074646	10	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1
1075	0	The	120	False	erwanf/gpt2-mini	1.0	0.0	0	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1076	1	 event	120	False	erwanf/gpt2-mini	0.0010133822215721	9.946605682373049	1	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1077	2	 lasted	120	False	erwanf/gpt2-mini	0.0006139338947832	10.669629096984863	2	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1078	3	 late	120	False	erwanf/gpt2-mini	1.630205224500969e-05	15.904586791992188	3	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1079	4	 into	120	False	erwanf/gpt2-mini	0.0688662081956863	3.86005973815918	4	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1080	5	 the	120	False	erwanf/gpt2-mini	0.8206231594085693	0.2852081954479217	5	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1081	6	 night	120	False	erwanf/gpt2-mini	0.6085820198059082	0.7164762020111084	6	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
1082	7	 with	120	False	erwanf/gpt2-mini	0.0150969559326767	6.049598217010498	7	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1
